title,cast,Rating,Genre,Original Language,Director,Producer,Writer,Release Date (Theaters),Release Date (Streaming),Box Office (Gross USA),Runtime,Distributor,Sound Mix,Aspect Ratio
Volcano,", Serhiy Stepansky, Viktor Zhdanov, Khrystyna Deylyk, Oleksandr Lyakin, Tamara Sotsenko, Yevgen Korneev",,"Comedy, 
                        
                        Drama",Ukrainian,Roman Bondarchuk,"Michel Merkt , Olena Yershova",Alla Tyutyunnik,,"Dec 8, 2019",,1h 44m,,,
Spell,,,,,Unknown Director,,,,,,,,,
Trigger Point,", Jordan Danger, Yani Gellman, Allie MacDonald, Alain Goulem, Dusan Dukic, Jaa Smith-Johnson, Meghan Gabruch, Daniel Rindress-Kay",,"Drama, 
                        
                        Mystery & thriller",English,Philippe Gagnon,Ian Whitehead,J.B. White,,"Apr 4, 2017",,1h 31m,,,
Horizon Line,", Allison Williams, Alexander Dreymon, Keith David, Pearl Mackie, Jumayn Hunter, Amanda Khan, Jean Philippe Gorapah, Kate Shepard, Anouchka Massoudy",PG-13 (Brief Drug Use|Bloody Injury Images|Suggestive Material|Partial Nudity|Smoking|Some Strong Language),"Mystery & thriller, 
                        
                        Action, 
                        
                        Adventure, 
                        
                        Drama",English,Mikael Marcimain,Fredrik Wikström,"Josh Campbell , Matthew Stuecken",,"Dec 17, 2020",,1h 27m,,,
Four Good Days,", Glenn Close, Mila Kunis, Stephen Root, Chad Lindberg, Joshua Leonard, Rebecca Field, Michael Hyatt, Gabriela Flores",R (Language Throughout|Drug Content|Brief Sexuality),Drama,English,Rodrigo Garcia,"Jacob Avnet , Jon Avnet , Rodrigo Garcia , Marina Grasic , Jai Khanna","Rodrigo Garcia , Eli Saslow","Apr 30, 2021 limited","May 21, 2021",$828.7K,1h 40m,Vertical Entertainment,,
Chaos Walking,", Daisy Ridley, Tom Holland, Mads Mikkelsen, Demián Bichir, Cynthia Erivo, Nick Jonas, Ray McKinnon, Kurt Sutter, David Oyelowo",PG-13 (Violence and Language),"Sci-fi, 
                        
                        Adventure",English,Doug Liman,"Doug Davison , Allison Shearmur , Erwin Stoff , Alison Winter","Patrick Ness , Christopher Ford","Mar 5, 2021 wide","Apr 2, 2021",$13.3M,1h 49m,Lionsgate Films,"Dolby Digital, DTS, Dolby Atmos",Scope (2.35:1)
In the Earth,", Joel Fry, Reece Shearsmith, Hayley Squires, Ellora Torchia, Mark Monero, John Hollingworth",R (Strong Violent Content|Language|Grisly Images),"Horror, 
                        
                        Mystery & thriller",English,Ben Wheatley,Andrew Starke,Ben Wheatley,"Apr 16, 2021 limited","Apr 22, 2021",$1.1M,1h 40m,NEON,,
Disobedience,", Bernard Le Coq, Nanou Garcia, Frédéric Quiring, Roger Souza, Lionel Lingelser, Émilie Scarlett Moget, Paulo Matos, Pascal Aubert, Frédéric Kneip, Théodora Mytakis, Christian Loustau, Frédéric Bouchet, Alain Raymond",,"Drama, 
                        
                        Biography",French (Canada),Joël Santoni,,"Jean-Carol Larrive , Joël Santoni , José-Alain Fralon",,,,1h 43m,,,
Feral State,", Ronnie Gene Blevins, AnnaLynne McCord, Octavio Pisano, Jaden Piner, Veronica Burgess, Donnell Siler, Ronald James Hoff Jr., Chris Plourde, Charlotte Catherine Barlow",R (Some Strong Violence|Drug Content|Sexual Material|Pervasive Language),Mystery & thriller,English,Jon Carlo,"Jon Carlo , B.D. Gunnell",Jon Carlo,"May 28, 2021 limited","May 28, 2021",,1h 18m,Vertical Entertainment,,
Love and Monsters,", Dylan O'Brien, Jessica Henwick, Dan Ewing, Michael Rooker, Ariana Greenblatt, Amali Golden, Melanie Zanetti, Tandi Wright, Ellen Hollman, Damien Garvey, Tasneem Roc, Tonia Renee Hammerich, Donnie Baxter, Te Kohe Tuhaka, Arthur Costa Filho",PG-13 (Some Suggestive Material|Language|Action/Violence),"Fantasy, 
                        
                        Adventure, 
                        
                        Comedy",English,Michael Matthews,"Shawn Levy , Dan Cohen","Brian Duffield , Matthew Robinson","Oct 16, 2020 limited","Oct 16, 2020",$1.0M,1h 49m,Paramount Pictures,,Scope (2.35:1)
We Broke Up,", Aya Cash, William Jackson Harper, Sarah Bolger, Tony Cavalero, Peri Gilpin, Kobi Libii, Zak Steiner, Eduardo Franco, Larisa Oleynik, Emily Pendergast",,"Romance, 
                        
                        Comedy",English,Jeff Rosenberg,"Mason Novick , Matt Ratner , Jeff Rosenberg , John Hermann","Jeff Rosenberg , Laura Jacqmin","Apr 16, 2021 limited","Apr 23, 2021",,1h 20m,Vertical Entertainment,,
Blast Beat,", Mateo Arias, Moises Arias, Daniel Dae Kim, Kali Uchis, Ashley Jackson, Wilmer Valderrama, Diane Guererro, Sam Ashby",,Drama,English,Esteban Arango,"Ty Walker , Charles D. King , Poppy Hanks , Erick Castrillon","Esteban Arango , Erick Castrillon","May 21, 2021 limited","May 21, 2021",,1h 45m,Vertical Entertainment,,Scope (2.35:1)
Unsane,", Claire Foy, Joshua Leonard, Jay Pharoah, Juno Temple, Amy Irving, Polly McKie, Myra Lucretia Taylor, Gibson Frazier, Aimee Mullins, Colin Woodell",R (Language|Disturbing Behavior|Sex References|Violence),"Mystery & thriller, 
                        
                        Horror",English,Steven Soderbergh,Joseph Malloch,"Jonathan Bernstein , James Greer","Mar 23, 2018 wide","Jun 19, 2018",$7.7M,1h 38m,"Fingerprint Releasing, 
                        
                        Bleecker Street Media",,
The Hate U Give,", Amandla Stenberg, Regina Hall, Russell Hornsby, K.J. Apa, Anthony Mackie, Sabrina Carpenter, Common, Issa Rae, Lamar Johnson, Dominique Fishback, Algee Smith, TJ Wright, Megan Lawless",PG-13 (Language|Drug Material|Mature Thematic Elements|Some Violent Content),"Crime, 
                        
                        Drama",English,George Tillman Jr.,"Robert Teitel , George Tillman Jr. , Marty Bowen , Wyck Godfrey",Audrey Wells,"Oct 19, 2018 wide","Jan 8, 2019",$29.6M,2h 13m,20th Century Fox,Dolby SR,Scope (2.35:1)
The Emoji Story,,,Documentary,English,"Ian Cheney , Martha Shane","Ian Cheney , Jennifer 8 Lee , Martha Shane",,,"Dec 22, 2020",,1h 21m,,,
Held,", Jill Awbrey, Bart Johnson, Rez Kempton, Zack Gold, Jener Dasilva, Tessa Munro, Porchea Carroll, Liz Fenning, Paul Mischeshin",,"Horror, 
                        
                        Mystery & thriller",English,"Travis Cluff , Chris Lofing","Travis Cluff , Kyle Gentz , Chris Lofing",Jill Awbrey,"Apr 9, 2021 limited","Apr 9, 2021",$142.2K,1h 34m,,,Scope (2.35:1)
Homeroom,", Denilson Garibo, Libby Schaaf",,Documentary,English,Peter Nicks,"Peter Nicks , Sean Havey",,,"Aug 12, 2021",,1h 30m,,,
The Force,", Jason Gedrick, Kim Delaney, Gary Hudson, Cyndi Pass, Lyman Ward, Gerald Anthony, Yasmine Bleeth, Christopher Kriesa, Jarrett Lennon, Dennis Lipscomb, Susie Singer",R,"Crime, 
                        
                        Drama",English,Mark Rosman,Pierre David,,,,,1h 34m,,Stereo,
The Virtuoso,", Anson Mount, Abbie Cornish, Anthony Hopkins, Eddie Marsan, Richard Brake, David Morse, Chris Perfetti, Lory Molino, Ryan Jonze",R (Violence|Sexuality/Nudity|Language),"Mystery & thriller, 
                        
                        Crime, 
                        
                        Action",English,Nick Stagliano,Nick Stagliano,James C. Wolf,"Apr 30, 2021 limited","Apr 30, 2021",,1h 50m,Lionsgate,,Scope (2.35:1)
The Waiting Room,", Anne-Marie Duff, Ralf Little, Rupert Graves, Frank Finlay",,Drama,English,Roger Goldby,,Roger Goldby,,"Aug 17, 2010",,1h 50m,,,
30 Days of Night,", Josh Hartnett, Melissa George, Danny Huston, Ben Foster, Mark Boone Junior, Mark Rendall, Amber Sainsbury, Manu Bennett",R (Strong Horror Violence|Language),"Horror, 
                        
                        Mystery & thriller",English,David Slade,"Sam Raimi , Rob Tapert","Steve Niles , Stuart Beattie , Brian Nelson","Oct 19, 2007 wide","Feb 26, 2008",$39.6M,1h 53m,Sony Pictures Entertainment,"Dolby SRD, DTS, SDDS",Scope (2.35:1)
30 Minutes or Less,", Jesse Eisenberg, Danny McBride, Aziz Ansari, Nick Swardson, Michael Peña, Fred Ward, Dilshad Vadsaria, Bianca Kajlich, Elizabeth Shapiro, Brett Gelman, Paul Tierney, Staci Fletcher, Gary Brichetto, Ilyssa Fradin",R (Nudity|Crude and Sexual Content|Pervasive Language|Some Violence),"Comedy, 
                        
                        Action",English,Ruben Fleischer,"Stuart Cornfeld , Ben Stiller , Jeremy Kramer",Michael Diliberti,"Aug 12, 2011 wide","Nov 29, 2011",$37.1M,1h 23m,Sony Pictures,"SDDS, Dolby Digital, DTS",
Alpha and Omega,", Justin Long, Hayden Panettiere, Christina Ricci, Danny Glover, Dennis Hopper, Larry Miller, Eric Price, Chris Carmack, Vicki Lewis, Brian Donovan, Kevin Sussman",PG (Some Mild Action|Rude Humor),"Kids & family, 
                        
                        Adventure, 
                        
                        Comedy, 
                        
                        Animation",English,"Anthony Bell , Ben Gluck","Richard Rich , Ken Katsumoto , Steve Moore","Chris Denk , Steve Moore","Sep 17, 2010 wide","Jan 11, 2011",$25.1M,1h 28m,Lionsgate Films,Dolby Digital,
Black Swan,", Tyrone Power, Maureen O'Hara, Laird Cregar, Thomas Mitchell, George Sanders, Anthony Quinn, George Zucco, Edward Ashley, Fortunio Bonanova, Stuart Robertson, Charles McNaughton, Frederick Worlock, Willie Fung, Charles Francis, Arthur Shields, Keith Hitchcock, John Burton, Cyril McLaglen, Clarence Muse, Olaf Hytten",,Adventure,English,Henry King,Robert Bassler,,"Dec 4, 1942 original","Jul 11, 2006",,1h 25m,20th Century Fox,,
Every Breath You Take,", Casey Affleck, Michelle Monaghan, Sam Claflin, India Eisley, Emily Alyn Lind, Hiro Kanagawa, Veronica Ferres, Craig Haas, Daniel Bacon",R (Some Violence|Language|Brief Sexuality),Mystery & thriller,English,Vaughn Stein,"Frank Buchs , Morgan Emmery , Veronica Ferres , Jon Levin , Jean-Charles Levy , Richard B. Lewis","David Murray , Gabrielle Jerou","Apr 2, 2021 limited","Apr 2, 2021",,1h 46m,Vertical Entertainment,,
First Knight,", Sean Connery, Richard Gere, Julia Ormond, Ben Cross, Liam Cunningham, Christopher Villiers, Valentine Pelka, Colin McCormack, Ralph Ineson, John Gielgud",PG-13,"Adventure, 
                        
                        Action, 
                        
                        Romance",English,Jerry Zucker,"Jerry Zucker , Hunt Lowry",William Nicholson,,"May 22, 2001",$36.7M,2h 12m,,"Surround, Stereo",
Freelancers,", Robert De Niro, Forest Whitaker, 50 Cent, Beau Garrett, Dana Delany, Jeff Chase, Michael McGrady, Matt Gerald",R (Nudity|Drug Use|Pervasive Language|Strong Sexual Content|Violence),"Action, 
                        
                        Crime, 
                        
                        Drama",English,Jessy Terrero,"Mark Canton , Randall Emmett , George Furla , 50 Cent",L. Philippe Casseus,,"Aug 21, 2012",,1h 36m,,,
French Postcards,", Miles Chapin, Valerie Quennessen, Debra Winger, Blanche Baker, David Marshall Grant, Mandy Patinkin, Marie-France Pisier, Jean Rochefort, Lynn Carlin, George Coe, Christophe Bourseiller, François Lalande",PG,"Romance, 
                        
                        Comedy",English,Willard Huyck,Gloria Katz,"Willard Huyck , Gloria Katz","Oct 19, 1979 limited","Jan 6, 2009",,1h 32m,,,
From Prada to Nada,", Camilla Belle, Alexa PenaVega, Wilmer Valderrama, Adriana Barraza, Nicholas D'Agosto, April Bowlby, Kuno Becker, Alexis Ayala, Pablo Cruz, Norma Reyna",PG-13 (Brief Drug Use|A Sexual Situation),"Comedy, 
                        
                        Romance",English,Angel Gracia,"Gigi Pritzker , Linda McDonough , Rossana Arau , Gary Gilbert , Lisa Ellzey","Fina Torres , Luis Alfaro , Craig Fernandez","Jan 28, 2011 wide","May 3, 2011",$3.0M,1h 47m,Lionsgate Films,,
My Bloody Valentine,", Paul Kelman, Lori Hallier, Neil Affleck, Keith Knight, Alf Humphreys, Cynthia Dale, Helene Udy, Rob Stein",R,"Holiday, 
                        
                        Horror, 
                        
                        Mystery & thriller",English,George Mihalka,"John Dunning , André Link , Stephen A. Miller",John Beaird,"Dec 11, 1981 original","Jan 13, 2009",,1h 31m,,,Flat (1.85:1)
Shane,", Alan Ladd, Jean Arthur, Van Heflin, Brandon De Wilde, Jack Palance, Ben Johnson, Edgar Buchanan, Emile Meyer, Elisha Cook Jr., Douglas Spencer, John Dierkes, Ellen Corby, Paul McVey, Edith Evanson, Leonard Strong, Nancy Kulp, Howard Negley, George J. Lewis, Henry Wills, Steven Raines",,Western,English,George Stevens,,"Jack Schaefer , A. B. Guthrie Jr. , Jack Sher","Apr 24, 1953 original","Aug 15, 2000",,1h 58m,"Paramount Pictures, 
                        
                        Warner Home Vídeo",Mono,"Flat (1.37:1), 35mm, Flat (1.66:1)"
Shark Tale,", Will Smith, Robert De Niro, Renée Zellweger, Jack Black, Angelina Jolie, Martin Scorsese, Peter Falk, Michael Imperioli, Vincent Pastore, Doug E. Doug, Ziggy Marley, Katie Couric, James Madio",PG (Some Mild Language|Crude Humor),"Kids & family, 
                        
                        Comedy, 
                        
                        Adventure, 
                        
                        Animation",English,"Bibo Bergeron , Vicky Jenson , Rob Letterman",Jeffrey Katzenberg,"Damian Shannon , Mark Swift","Oct 1, 2004 wide","Aug 23, 2005",$160.8M,1h 30m,DreamWorks SKG,"SDDS, DTS, Surround, Dolby SRD",Flat (1.37:1)
Some Kind of Wonderful,", Eric Stoltz, Mary Stuart Masterson, Lea Thompson, Craig Sheffer, John Ashton, Elias Koteas, Molly Hagan, Candace Cameron Bure, Chynna Phillips, Scott Coffey",PG-13,"Romance, 
                        
                        Drama",English,Howard Deutch,John Hughes,John Hughes,,"Aug 29, 2006",$17.1M,1h 34m,,Surround,Flat (1.85:1)
The Final Girls,", Taissa Farmiga, Malin Akerman, Alexander Ludwig, Nina Dobrev, Alia Shawkat, Thomas Middleditch, Adam DeVine, Angela Trimbur, Chloe Bridges, Tory N. Thompson, Reginald R. Robinson, Lauren Gros, Dan Norris, Dave Davis, Bryce Romero, Jackie Tuttle, Cory Hart",PG-13 (Horror Violence|Drug Use|Language|Some Crude and Sexual Material),"Horror, 
                        
                        Comedy",English,Todd Strauss-Schulson,"Michael London , Janice Williams","Joshua John Miller , M.A. Fortin","Oct 9, 2015 limited","Nov 3, 2015",,1h 28m,"Vertical Entertainment, 
                        
                        Stage 6",,
The Hunter,", Rafi Pitts, Mitra Hajjar, Malek Jahan Khazai, Ali Nicksaulat, Ismaïl Amani, Ali Mazinani, Amir Ayoubi, Manoochehr Rahimi, Fatemeh Alijani, Ossta Shah Tir",,Mystery & thriller,Persian,Rafi Pitts,Thanassis Karathanos,Rafi Pitts,,,$176.4K,1h 30m,,,
Under the Tuscan Sun,", Diane Lane, Sandra Oh, Lindsay Duncan, Vincent Riotta, Raoul Bova, Giulia Steigerwalt, Mario Monicelli, Roberto Nobile",PG-13 (Sexual Content|Language),"Romance, 
                        
                        Comedy, 
                        
                        Drama",English,Audrey Wells,"Audrey Wells , Tom Sternberg","Audrey Wells , Audrey Wells , Frances Mayes","Sep 26, 2003 wide","Aug 18, 2004",$43.6M,1h 53m,Buena Vista Pictures,"Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital",Flat (1.85:1)
Watchmen,", Billy Crudup, Malin Akerman, Jackie Earle Haley, Matthew Goode, Patrick Wilson, Jeffrey Dean Morgan, Carla Gugino, Matt Frewer, Stephen McHattie, Laura Mennell, Rob LaBelle, Robert Wisden, Gary Houston, James M. Connor, Mary Ann Burger, Jerry Wasserman, Don Thompson, Frank Novak",R (Nudity|Language|Sexuality|Strong Graphic Violence),"Action, 
                        
                        Adventure, 
                        
                        Fantasy",English,Zack Snyder,"Lawrence Gordon , Lloyd Levin , Deborah Snyder","David Hayter , Alex Tse","Mar 6, 2009 wide","Mar 24, 2009",$107.5M,2h 43m,Warner Bros.,,
The Resort,,,Documentary,English,Galina Kalashnikova,"Lati Grobman , Rouslan Ovtcharoff , Svetlana Portnyansky","Galina Kalashnikova , Gary Brunson , Mikhail Nemirovsky",,,,40m,,,
Best Summer Ever,", Shannon DeVido, Eric Carl Adams, Maya Albanese, Giulia Alexander, Alec Bandler, Riley Barker, Benjamin Bratt, Christine Bruno, Marissa Erickson",,"Musical, 
                        
                        Romance",English,"Michael Parks Randa , Lauren Smitelli","Terra Mackintosh , Andrew Pilkington , Leah Romond , Jake Sharpless , Katie White","Michael Parks Randa , Will Halby , Terra Mackintosh , Andrew Pilkington , Lauren Smitelli",,"Mar 25, 2021",,1h 12m,,,
The Good Traitor,", Ulrich Thomsen, Denise Gough, Mikkel Boe Følsgaard, Zoe Tapper, Burn Gorman, Henry Goodman, Esben Dalgaard, Ross McCall, Pixie Davies, Amber Fernée, Rosemary Aburrow, Søren Sætter-Lassen, Nicholas Blane, Miri Ann Beuschel, Henrik Noël Olesen, Hans Henrik Clemensen, Nathan Meister",,"History, 
                        
                        Drama",English,Christina Rosendahl,Jonas Frederiksen,"Christina Rosendahl , Dunja Gry Jensen , Kristian Bang Foss",,"Mar 26, 2021",,1h 50m,,,
A Field in England,", Michael Smiley, Reece Shearsmith, Peter Ferdinando, Richard Glover, Ryan Pope, Sara Dee, Julian Barratt",,"Horror, 
                        
                        History, 
                        
                        Drama, 
                        
                        Mystery & thriller",English,Ben Wheatley,"Claire Jones , Andrew Starke , Andy Kelly",Amy Jump,"Feb 7, 2014 limited","Apr 8, 2014",$30.7K,1h 30m,Drafthouse Films,,
Borgman,", Jan Bijvoet, Hadewych Minis, Jeroen Perceval, Alex van Warmerdam, Tom Dewispelaere, Sara Hjort Ditlevsen, Elve Lijbaart, Eva van de Wijdeven, Annet Malherbe, Pieter-Bas de Waard, Mike Weerts, Dirkje van der Pijl",,"Mystery & thriller, 
                        
                        Drama",Dutch,Alex van Warmerdam,"Mogens Glad , Eurydice Gysel , Koen Mortier , Tine Mosegaard , Marc van Warmerdam",Alex van Warmerdam,"Jun 6, 2014 limited","Sep 9, 2014",$56.5K,1h 53m,Drafthouse Films,,
Bullhead,", Matthias Schoenaerts, Jeroen Perceval, Jeanne Dandoy, Barbara Sarafian, Tibo Vandenborre, Frank Lammers, Sam Louwyck, Robin Valvekens, Baudoin Wolwertz, Erico Salamone, Philippe Grand'Henry",R (Some Strong Violence|Sexual Content|Language),"Crime, 
                        
                        Drama",Dutch,Michaël R. Roskam,Bart Van Langendonck,Michaël R. Roskam,"Feb 17, 2012 limited","Jun 26, 2012",$118.1K,2h 8m,Drafthouse Films,Dolby Digital,
Cheap Thrills,", Pat Healy, Ethan Embry, Sara Paxton, David Koechner, Amanda Fuller, Eric Neil Gutierrez, Ruben Pla, Brighton Sharbino, Laura Covelli",,"Comedy, 
                        
                        Mystery & thriller",English,E.L. Katz,"Gabriel Cowan , Travis Stevens , John Suits","David Chirchirillo , Trent Haaga","Mar 21, 2014 limited","May 27, 2014",$59.4K,1h 25m,Drafthouse Films,,
Enforcement,", Jacob Lohmann, Simon Sears, Tarek Zayat, Issa Khattab, Özlem Saglanmak, Arian Kashef, Josephine Park, Dulfi Al-Jabouri, Michael Brostrup",,"Mystery & thriller, 
                        
                        Crime, 
                        
                        Drama",Danish,"Anders Ølholm , Frederik Louis Hviid","Signe Leick Jensen , Morten Kaufmann","Anders Ølholm , Frederik Louis Hviid","Mar 19, 2021 limited","Mar 19, 2021",,1h 48m,Magnet Releasing,,Scope (2.35:1)
